time/iterations,train/entropy_coef,time/total_timesteps,train/clip_range,time/fps,train/learning_rate,time/time_elapsed,train/n_updates,train/value_loss,train/approx_kl,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/std,train/loss,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
114,0.01533056,233472,0.2,1547,0.0003,150,1130,0.021119818152510562,0.008091202,0.067578125,0.9740765299648046,-0.014033287488564384,1.6371269226074219,-0.1852491945028305,-11.277189683914184,,
115,0.0152896,235520,0.2,1546,0.0003,152,1140,0.0194120132480748,0.010031277,0.09716796875,0.9750038161873817,-0.015185517887584866,1.6385358572006226,-0.18817339837551117,-11.285685381293296,,
116,0.01524864,237568,0.2,1547,0.0003,153,1150,0.015416765652480536,0.011745997,0.13681640625,0.9812795575708151,-0.019530995146487838,1.6399606466293335,-0.18347781896591187,-11.300107675790787,,
117,0.015207680000000001,239616,0.2,1548,0.0003,154,1160,0.02247001350915525,0.010016214,0.1138671875,0.9709229189902544,-0.016958999590133316,1.651531457901001,-0.21717886626720428,-11.317786887288094,,
,0.01520016,240000,0.2,,0.0003,,1170,0.02109069608268328,0.00899162,0.09521484375,0.97515600733459,-0.016337148594902828,1.651552677154541,-0.18519024550914764,-11.330569127202034,41.0,-3.2276490345597266
118,0.015166720000000002,241664,0.2,1546,0.0003,156,,,,,,,,,,,
119,0.01512576,243712,0.2,1546,0.0003,157,1180,0.018869378662202507,0.010200132,0.11025390625,0.9776116386055946,-0.018503149674506857,1.6533620357513428,-0.17953450977802277,-11.334817346930503,,
120,0.015084799999999999,245760,0.2,1547,0.0003,158,1190,0.01629723242513137,0.009342674,0.10625,0.9762557223439217,-0.015938084191293455,1.6596293449401855,-0.19995510578155518,-11.34887299835682,,
121,0.01504384,247808,0.2,1548,0.0003,160,1200,0.020976058757514692,0.010882873,0.133251953125,0.9739452432841063,-0.02006579641456483,1.660481333732605,-0.2016325145959854,-11.351873445510865,,
122,0.01500288,249856,0.2,1549,0.0003,161,1210,0.021970390278147532,0.009637738,0.095751953125,0.9731745719909668,-0.014148727327119559,1.665549635887146,-0.16636912524700165,-11.35957716703415,,
123,0.01496192,251904,0.2,1549,0.0003,162,1220,0.020790598602616228,0.0100156125,0.108203125,0.9751786272972822,-0.017775700362108182,1.673291563987732,-0.18261907994747162,-11.3765939027071,,
124,0.01492096,253952,0.2,1549,0.0003,163,1230,0.01514794421964325,0.010680736,0.11171875,0.9811356142163277,-0.018470208620419724,1.676701545715332,-0.21401503682136536,-11.387167277932168,,
125,0.01488,256000,0.2,1550,0.0003,165,1240,0.018236644932767377,0.011100151,0.127099609375,0.9778947290033102,-0.018135499888740015,1.688593864440918,-0.19386033713817596,-11.416150641441345,,
126,0.014839040000000001,258048,0.2,1551,0.0003,166,1250,0.016195038339355962,0.010752949,0.1216796875,0.9769489448517561,-0.01803576083329972,1.6927995681762695,-0.19873270392417908,-11.442482846975327,,
127,0.014798080000000002,260096,0.2,1551,0.0003,167,1260,0.0170448081655195,0.009633584,0.112060546875,0.9788361098617315,-0.017072600583196616,1.7020232677459717,-0.18318694829940796,-11.466725921630859,,
128,0.01475712,262144,0.2,1552,0.0003,168,1270,0.021460834835306742,0.009198029,0.1107421875,0.9727897047996521,-0.017801521107321604,1.6977638006210327,-0.18785743415355682,-11.47366863489151,,
129,0.01471616,264192,0.2,1553,0.0003,170,1280,0.020062961350777186,0.010151525,0.106884765625,0.9764906205236912,-0.014351213155896403,1.7101876735687256,-0.19746170938014984,-11.49243106842041,,
130,0.014675200000000001,266240,0.2,1553,0.0003,171,1290,0.019492720524431205,0.011145346,0.109814453125,0.9739196673035622,-0.016574992952519095,1.7104074954986572,-0.2017841637134552,-11.508738589286803,,
131,0.01463424,268288,0.2,1554,0.0003,172,1300,0.021618527537793853,0.011092621,0.122900390625,0.9706673212349415,-0.01876908979611471,1.705057144165039,-0.17426559329032898,-11.496414828300477,,
132,0.01459328,270336,0.2,1555,0.0003,173,1310,0.02305606197041925,0.012169329,0.1166015625,0.9735554289072752,-0.017734828346874565,1.7184165716171265,-0.1877829134464264,-11.514355167746544,,
133,0.01455232,272384,0.2,1555,0.0003,175,1320,0.019057573020108975,0.009835066,0.1001953125,0.9780014920979738,-0.018770771229173987,1.7124176025390625,-0.19208648800849915,-11.521023920178413,,
134,0.014511360000000001,274432,0.2,1556,0.0003,176,1330,0.019339484951342457,0.009310871,0.09306640625,0.9742972664535046,-0.014514275261899457,1.7235901355743408,-0.1781885325908661,-11.531122854351997,,
135,0.014470400000000001,276480,0.2,1556,0.0003,177,1340,0.023115343385143206,0.009036191,0.0923828125,0.9715613983571529,-0.016043970891041683,1.7322046756744385,-0.19211888313293457,-11.56503791809082,,
136,0.01442944,278528,0.2,1557,0.0003,178,1350,0.01870819189643953,0.010701491,0.12275390625,0.9764237999916077,-0.018798211673856712,1.7207958698272705,-0.16051971912384033,-11.556984847784042,,
,0.014400159999999999,280000,0.2,,0.0003,,1360,0.02853922061040066,0.009941218,0.118212890625,0.9680656082928181,-0.016693529710755682,1.7196325063705444,-0.16396166384220123,-11.536398550868034,41.0,-3.5326244428753855
137,0.01438848,280576,0.2,1554,0.0003,180,,,,,,,,,,,
138,0.01434752,282624,0.2,1555,0.0003,181,1370,0.019131102663232015,0.01073152,0.125634765625,0.9717672597616911,-0.020120173538452947,1.714897871017456,-0.1829683631658554,-11.530836009979248,,
139,0.01430656,284672,0.2,1555,0.0003,182,1380,0.019198705846793018,0.010911131,0.1216796875,0.975317994132638,-0.018918980023590846,1.7103023529052734,-0.19052906334400177,-11.514241892099381,,
140,0.0142656,286720,0.2,1556,0.0003,184,1390,0.017678048997186124,0.012417814,0.157373046875,0.9779503289610147,-0.023344449090654962,1.7057759761810303,-0.15661507844924927,-11.49879370033741,,
141,0.01422464,288768,0.2,1557,0.0003,185,1400,0.02039256924181245,0.010101589,0.108056640625,0.9759897366166115,-0.019170040625613182,1.697040319442749,-0.21871373057365417,-11.476567909121513,,
142,0.01418368,290816,0.2,1557,0.0003,186,1410,0.02274811530660372,0.010002765,0.106005859375,0.9734876379370689,-0.017059295176295564,1.7064459323883057,-0.19124601781368256,-11.486462384462357,,
143,0.014142720000000001,292864,0.2,1558,0.0003,187,1420,0.019541349716018886,0.009931295,0.105859375,0.9756527747958899,-0.017273218106129206,1.7105941772460938,-0.17120587825775146,-11.499443784356117,,
144,0.014101760000000001,294912,0.2,1558,0.0003,189,1430,0.017792824949719944,0.008833212,0.0892578125,0.9777837116271257,-0.01576534042833373,1.7072780132293701,-0.17523343861103058,-11.49420798122883,,
145,0.0140608,296960,0.2,1559,0.0003,190,1440,0.019241659253020772,0.010992004,0.128759765625,0.9777374099940062,-0.01954077806149144,1.7222681045532227,-0.1762886494398117,-11.516506984829903,,
146,0.01401984,299008,0.2,1559,0.0003,191,1450,0.020234492293093355,0.010036744,0.120751953125,0.9750096686184406,-0.020039036055095494,1.7175263166427612,-0.1942666918039322,-11.519002166390418,,
147,0.01397888,301056,0.2,1560,0.0003,192,1460,0.017178353769122624,0.010772665,0.11845703125,0.9791992455720901,-0.01847982540493831,1.7121680974960327,-0.1835390031337738,-11.496876871585846,,
148,0.01393792,303104,0.2,1560,0.0003,194,1470,0.021024308100459167,0.0121291885,0.126220703125,0.974148703739047,-0.02179998977226205,1.7011935710906982,-0.17332547903060913,-11.467609265446663,,
149,0.01389696,305152,0.2,1560,0.0003,195,1480,0.018636307262931952,0.009521127,0.0951171875,0.9780484028160572,-0.015827139222528784,1.6962363719940186,-0.17664189636707306,-11.441604167222977,,
150,0.013856,307200,0.2,1561,0.0003,196,1490,0.02440140369872097,0.011119451,0.11923828125,0.9707837514579296,-0.02009950305800885,1.6943531036376953,-0.15765243768692017,-11.428044602274895,,
151,0.01381504,309248,0.2,1562,0.0003,197,1500,0.02152023295930121,0.010564694,0.11572265625,0.9719504117965698,-0.018030680387164467,1.7054903507232666,-0.19050341844558716,-11.444633948802949,,
152,0.013774080000000001,311296,0.2,1562,0.0003,199,1510,0.018884472351055594,0.010142729,0.100244140625,0.9770088642835617,-0.017753557406831533,1.713014006614685,-0.17816045880317688,-11.469927871227265,,
153,0.01373312,313344,0.2,1562,0.0003,200,1520,0.02226787924009841,0.0121703185,0.1380859375,0.9740655068308115,-0.019769960310077293,1.7203445434570312,-0.16845540702342987,-11.494819021224975,,
154,0.01369216,315392,0.2,1563,0.0003,201,1530,0.017536315150209703,0.010004373,0.116845703125,0.9766605347394943,-0.0186142684542574,1.730346441268921,-0.17536593973636627,-11.519451561570168,,
155,0.0136512,317440,0.2,1563,0.0003,203,1540,0.020690417475998403,0.011073908,0.13408203125,0.9734025038778782,-0.022745120149920695,1.7398227453231812,-0.1862567514181137,-11.537011349201203,,
156,0.01361024,319488,0.2,1564,0.0003,204,1550,0.01842152244062163,0.0105453925,0.10888671875,0.9766406528651714,-0.019096696461201646,1.7472724914550781,-0.1705215573310852,-11.54922176003456,,
,0.01360016,320000,0.2,,0.0003,,1560,0.013619616892538034,0.011377551,0.122216796875,0.9839416611939669,-0.0218941960047232,1.7479922771453857,-0.15010301768779755,-11.562214386463165,41.0,-3.4371435679495335
157,0.01356928,321536,0.2,1562,0.0003,205,,,,,,,,,,,
158,0.01352832,323584,0.2,1562,0.0003,207,1570,0.0162117275831406,0.010005273,0.097265625,0.979738961905241,-0.018608792463783174,1.7447316646575928,-0.19672255218029022,-11.55284323990345,,
159,0.01348736,325632,0.2,1562,0.0003,208,1580,0.014805404309299774,0.010693072,0.127294921875,0.9818322211503983,-0.01929800260695629,1.7515767812728882,-0.18041837215423584,-11.55711052119732,,
160,0.0134464,327680,0.2,1562,0.0003,209,1590,0.017457387907779776,0.010506479,0.12216796875,0.9763818196952343,-0.022871892846887933,1.760072946548462,-0.17872558534145355,-11.589768260717392,,
161,0.013405440000000001,329728,0.2,1563,0.0003,210,1600,0.023096637055277824,0.011394823,0.13359375,0.9713673833757639,-0.02098831131006591,1.7526795864105225,-0.16570277512073517,-11.587395891547203,,
162,0.01336448,331776,0.2,1562,0.0003,212,1610,0.020253901969408617,0.009785846,0.110986328125,0.9756834115833044,-0.01829374248336535,1.7634670734405518,-0.1758030652999878,-11.585475689172744,,
163,0.01332352,333824,0.2,1563,0.0003,213,1620,0.022693968744715676,0.010229178,0.102099609375,0.9716167487204075,-0.017609993982478044,1.7656476497650146,-0.15662284195423126,-11.604436349868774,,
164,0.01328256,335872,0.2,1563,0.0003,214,1630,0.0173464192164829,0.010519903,0.10908203125,0.9778071586042643,-0.01811669564631302,1.7764949798583984,-0.1301564872264862,-11.629786199331283,,
165,0.0132416,337920,0.2,1563,0.0003,216,1640,0.016525113649549894,0.010594329,0.116064453125,0.9796649925410748,-0.02029198140371591,1.7892473936080933,-0.17706309258937836,-11.663668379187584,,
166,0.01320064,339968,0.2,1564,0.0003,217,1650,0.01813342628593091,0.008840838,0.1041015625,0.9781365133821964,-0.01988366600126028,1.782889723777771,-0.14926698803901672,-11.66349427998066,,
167,0.01315968,342016,0.2,1565,0.0003,218,1660,0.021624131238786502,0.0096188355,0.10537109375,0.9701858703047037,-0.020331227309361564,1.79409921169281,-0.14677107334136963,-11.668634873628616,,
168,0.01311872,344064,0.2,1565,0.0003,219,1670,0.019361492071766406,0.012194376,0.1482421875,0.9747344609349966,-0.02299146487202961,1.7927411794662476,-0.1660863608121872,-11.679546990990639,,
169,0.01307776,346112,0.2,1565,0.0003,221,1680,0.01792982992483303,0.010396639,0.112939453125,0.9786469433456659,-0.020925102522596717,1.7978675365447998,-0.1607431024312973,-11.685051953792572,,
170,0.0130368,348160,0.2,1566,0.0003,222,1690,0.020077201077947394,0.011997186,0.12490234375,0.9759097285568714,-0.021426527833682485,1.7958767414093018,-0.155034601688385,-11.694370496273041,,
171,0.01299584,350208,0.2,1566,0.0003,223,1700,0.020528604701394216,0.0114143845,0.127783203125,0.9738043583929539,-0.022164653777144848,1.802058458328247,-0.1756962537765503,-11.695340263843537,,
172,0.01295488,352256,0.2,1566,0.0003,224,1710,0.02289221928222105,0.00916056,0.093994140625,0.9696159493178129,-0.019922762356873135,1.7909244298934937,-0.17997410893440247,-11.6739183396101,,
173,0.012913919999999999,354304,0.2,1567,0.0003,226,1720,0.01871325965912547,0.010657802,0.116748046875,0.977228544652462,-0.020406427190755493,1.7940139770507812,-0.1735069751739502,-11.651462319493294,,
174,0.01287296,356352,0.2,1568,0.0003,227,1730,0.019197370682377368,0.013616528,0.15361328125,0.9732527732849121,-0.025417566811665893,1.7764400243759155,-0.18838801980018616,-11.616692295670509,,
175,0.012832,358400,0.2,1568,0.0003,228,1740,0.018323371376027353,0.01026479,0.11064453125,0.9778953120112419,-0.019343030586605893,1.7755897045135498,-0.15533505380153656,-11.585580205917358,,
,0.012800160000000001,360000,0.2,,0.0003,,1750,0.018853593460517005,0.010179995,0.127099609375,0.9774976819753647,-0.021356338076293467,1.7811334133148193,-0.17498911917209625,-11.587573119997979,41.0,-3.375192792713642
176,0.01279104,360448,0.2,1566,0.0003,230,,,,,,,,,,,
177,0.01275008,362496,0.2,1566,0.0003,231,1760,0.019623977574519814,0.010459514,0.118212890625,0.9740575011819601,-0.022159115679096432,1.7811192274093628,-0.1625785082578659,-11.59256786108017,,
178,0.01270912,364544,0.2,1565,0.0003,232,1770,0.016712736067711377,0.010481488,0.119580078125,0.9785807244479656,-0.020966231179772876,1.771575927734375,-0.15989334881305695,-11.567791667580604,,
179,0.012668160000000001,366592,0.2,1566,0.0003,234,1780,0.020321511838119477,0.01083645,0.1033203125,0.9739953819662333,-0.019541354043758473,1.7742598056793213,-0.16110174357891083,-11.549909189343452,,
180,0.0126272,368640,0.2,1565,0.0003,235,1790,0.016229564465174918,0.013978813,0.14892578125,0.9744568672031164,-0.021625942701939495,1.7721532583236694,-0.16169273853302002,-11.542881989479065,,
181,0.01258624,370688,0.2,1566,0.0003,236,1800,0.019482746682479048,0.0091899615,0.098388671875,0.9757020119577646,-0.01894966486142948,1.7605952024459839,-0.18253901600837708,-11.528140267729759,,
182,0.012545279999999999,372736,0.2,1566,0.0003,237,1810,0.0175998601509491,0.009390725,0.093115234375,0.9791028406471014,-0.017754333818447775,1.7737841606140137,-0.1495574414730072,-11.526390972733498,,
183,0.01250432,374784,0.2,1566,0.0003,239,1820,0.019545534209464678,0.0128328,0.142431640625,0.9766663294285536,-0.02272199306753464,1.7805194854736328,-0.1757676601409912,-11.553394290804864,,
184,0.01246336,376832,0.2,1566,0.0003,240,1830,0.018732675211504103,0.010185849,0.10029296875,0.9766613133251667,-0.020004004341899417,1.7853511571884155,-0.19104814529418945,-11.572578394412995,,
185,0.0124224,378880,0.2,1566,0.0003,241,1840,0.017660743067972363,0.010163125,0.0978515625,0.9781517535448074,-0.020561999335768633,1.7737948894500732,-0.16980920732021332,-11.553509309887886,,
186,0.01238144,380928,0.2,1566,0.0003,243,1850,0.016933504556072877,0.011495845,0.125244140625,0.9813924580812454,-0.020947019642335363,1.7757136821746826,-0.17785920202732086,-11.534074997901916,,
187,0.012340480000000001,382976,0.2,1567,0.0003,244,1860,0.01687530162453186,0.010742553,0.115625,0.9784076120704412,-0.02095100158767309,1.7675689458847046,-0.13378749787807465,-11.511814546585082,,
188,0.012299520000000001,385024,0.2,1567,0.0003,245,1870,0.017761328467167915,0.011291957,0.12548828125,0.9773606732487679,-0.02288078870042227,1.768744707107544,-0.17699319124221802,-11.488087925314904,,
189,0.01225856,387072,0.2,1568,0.0003,246,1880,0.016713999831699765,0.013037145,0.144140625,0.9752613641321659,-0.023919835590641016,1.7735995054244995,-0.1548294872045517,-11.502822560071944,,
190,0.012217599999999999,389120,0.2,1568,0.0003,248,1890,0.01610636163095478,0.008697933,0.094091796875,0.9809575714170933,-0.017374988654046318,1.7706212997436523,-0.1704815924167633,-11.505494898557663,,
191,0.01217664,391168,0.2,1568,0.0003,249,1900,0.01803572750359308,0.010566032,0.119482421875,0.977766364812851,-0.017352350187138654,1.7575993537902832,-0.1669381707906723,-11.482995107769966,,
192,0.01213568,393216,0.2,1569,0.0003,250,1910,0.017964740536990577,0.011170872,0.133984375,0.9747842215001583,-0.024451311473967507,1.7554343938827515,-0.1497269868850708,-11.466876929998397,,
193,0.01209472,395264,0.2,1569,0.0003,251,1920,0.02019848148629535,0.012280041,0.143505859375,0.9732425659894943,-0.023245969065465034,1.7540158033370972,-0.13615839183330536,-11.465726312994956,,
194,0.01205376,397312,0.2,1569,0.0003,253,1930,0.01732077563647181,0.009709334,0.09560546875,0.9799975492060184,-0.019592899386771022,1.7605373859405518,-0.1468944400548935,-11.477606838941574,,
195,0.0120128,399360,0.2,1570,0.0003,254,1940,0.021630454005207866,0.010955205,0.119580078125,0.9733080379664898,-0.021698717612889596,1.7688283920288086,-0.15439900755882263,-11.49469747543335,,
,0.01200016,400000,0.2,,0.0003,,1950,0.023809945982065983,0.011222262,0.130859375,0.9697389882057905,-0.024016575462883338,1.7631863355636597,-0.1645563542842865,-11.484546688199043,41.0,-3.4764746613800526
196,0.011971840000000001,401408,0.2,1568,0.0003,255,,,,,,,,,,,
197,0.011930880000000001,403456,0.2,1568,0.0003,257,1960,0.022986533190123736,0.010703141,0.1267578125,0.9708589501678944,-0.02275092735217186,1.7708699703216553,-0.1287558674812317,-11.48515363931656,,
198,0.01188992,405504,0.2,1569,0.0003,258,1970,0.017660226579755543,0.012792913,0.150537109375,0.9775995295494795,-0.02445430667430628,1.7676219940185547,-0.15601471066474915,-11.497254607081413,,
199,0.01184896,407552,0.2,1569,0.0003,259,1980,0.014542672934476286,0.011816905,0.1337890625,0.9775877222418785,-0.02404139934515115,1.7776448726654053,-0.1736365705728531,-11.499071642756462,,
200,0.011807999999999999,409600,0.2,1570,0.0003,260,1990,0.015189290007401723,0.0100800125,0.1111328125,0.9792763534933329,-0.01998901548795402,1.781411051750183,-0.1777505725622177,-11.508464306592941,,
201,0.01176704,411648,0.2,1570,0.0003,262,2000,0.01640884761873167,0.011433898,0.124560546875,0.9773082379251719,-0.022142810792138333,1.77593994140625,-0.16758929193019867,-11.496733516454697,,
202,0.01172608,413696,0.2,1570,0.0003,263,2010,0.01687795404868666,0.012535173,0.137109375,0.9797162506729364,-0.024134067684644833,1.782171607017517,-0.16344191133975983,-11.49314160645008,,
203,0.01168512,415744,0.2,1570,0.0003,264,2020,0.021853214598377236,0.012086874,0.131298828125,0.9725109003484249,-0.024437237635720522,1.7734754085540771,-0.1310591697692871,-11.457032340765,,
204,0.01164416,417792,0.2,1571,0.0003,265,2030,0.02083073936519213,0.010353191,0.11396484375,0.9737697411328554,-0.02157829001080245,1.7655633687973022,-0.1661694347858429,-11.430060392618179,,
205,0.011603200000000001,419840,0.2,1571,0.0003,267,2040,0.016494282492203638,0.010745356,0.1248046875,0.9787380825728178,-0.02170254165830556,1.7551772594451904,-0.14699095487594604,-11.404733976721763,,
206,0.01156224,421888,0.2,1571,0.0003,268,2050,0.017146248431527056,0.0105491355,0.126123046875,0.9797846432775259,-0.022082595879328436,1.7601525783538818,-0.1585877537727356,-11.402551394701003,,
207,0.01152128,423936,0.2,1571,0.0003,269,2060,0.020009672531159595,0.011240745,0.1203125,0.9763072114437819,-0.021632039282121696,1.7572412490844727,-0.16156122088432312,-11.396936318278312,,
208,0.01148032,425984,0.2,1572,0.0003,270,2070,0.022828658856451512,0.01090943,0.127392578125,0.9736637528985739,-0.022448142431676386,1.7662086486816406,-0.15836608409881592,-11.404322779178619,,
209,0.011439359999999999,428032,0.2,1571,0.0003,272,2080,0.01959444037929643,0.011035849,0.112744140625,0.9757500812411308,-0.019305110449204223,1.7633295059204102,-0.1289690136909485,-11.414340856671334,,
210,0.0113984,430080,0.2,1570,0.0003,273,2090,0.020849962462671102,0.012197356,0.14873046875,0.9733937326818705,-0.024922663587494752,1.7597850561141968,-0.16261932253837585,-11.397297957539559,,
211,0.01135744,432128,0.2,1569,0.0003,275,2100,0.01943511199497152,0.009957467,0.124169921875,0.974749518558383,-0.022880019186413848,1.77237868309021,-0.15924498438835144,-11.414140033721925,,
212,0.01131648,434176,0.2,1569,0.0003,276,2110,0.023339655206655152,0.009685498,0.11103515625,0.9697633497416973,-0.019862834928790107,1.7826303243637085,-0.15703457593917847,-11.445762270689011,,
213,0.01127552,436224,0.2,1570,0.0003,277,2120,0.019569500104989857,0.015877504,0.164599609375,0.97419049218297,-0.02515426544705406,1.7814148664474487,-0.14713093638420105,-11.448871049284936,,
214,0.011234560000000001,438272,0.2,1570,0.0003,279,2130,0.01673436311248224,0.01313599,0.16162109375,0.9788502994924784,-0.028587589785456658,1.778411626815796,-0.14113099873065948,-11.443446174263954,,
,0.01120016,440000,0.2,,0.0003,,2140,0.023832835961366074,0.011469278,0.117578125,0.9723791237920523,-0.024231973552377894,1.7782090902328491,-0.16268648207187653,-11.449678030610084,41.0,-3.5427915595471857
215,0.0111936,440320,0.2,1569,0.0003,280,,,,,,,,,,,
216,0.01115264,442368,0.2,1569,0.0003,281,2150,0.01998541142384056,0.010895813,0.1064453125,0.9765656068921089,-0.021684132027439774,1.773116111755371,-0.15190011262893677,-11.44139955341816,,
217,0.01111168,444416,0.2,1569,0.0003,283,2160,0.01793824009655509,0.010147637,0.104541015625,0.974531015381217,-0.021959578181849793,1.7812199592590332,-0.1336025595664978,-11.44734130501747,,
218,0.01107072,446464,0.2,1569,0.0003,284,2170,0.02119173022801988,0.010813471,0.1099609375,0.9737400934100151,-0.022000999920419418,1.7870744466781616,-0.1446046382188797,-11.46748577952385,,
219,0.01102976,448512,0.2,1569,0.0003,285,2180,0.01748930870962795,0.011228665,0.128271484375,0.9763032849878073,-0.025676472298800945,1.80058753490448,-0.14792293310165405,-11.48911943435669,,
220,0.0109888,450560,0.2,1570,0.0003,286,2190,0.01846652019303292,0.013166575,0.161767578125,0.976628091186285,-0.025230327760800718,1.7986040115356445,-0.13533388078212738,-11.495968648791314,,
221,0.01094784,452608,0.2,1570,0.0003,288,2200,0.018182858792715705,0.013332604,0.1546875,0.9757365472614765,-0.025029487544088624,1.7975696325302124,-0.17810837924480438,-11.485037910938264,,
222,0.01090688,454656,0.2,1570,0.0003,289,2210,0.02308708148484584,0.011036226,0.116845703125,0.9703786093741655,-0.02270923456962919,1.786786437034607,-0.1653229147195816,-11.461302191019058,,
223,0.01086592,456704,0.2,1571,0.0003,290,2220,0.01721094270760659,0.008819443,0.102490234375,0.9793009106069803,-0.019025336383492686,1.7933197021484375,-0.1401103138923645,-11.455583488941192,,
224,0.01082496,458752,0.2,1571,0.0003,291,2230,0.017206424637697636,0.011091167,0.12802734375,0.9769974462687969,-0.025275751572917216,1.7956331968307495,-0.15552756190299988,-11.469195857644081,,
225,0.010784,460800,0.2,1571,0.0003,293,2240,0.014087429227947723,0.010313569,0.107958984375,0.9802310448139906,-0.02233200550545007,1.7903754711151123,-0.14921770989894867,-11.455143454670907,,
